gamma,lambda,vol,finalV,err
30.0,0.0013894954943731374,0.1577508764227935,16290332.832282422,0.007750876422793512
30.0,0.005179474679231213,0.1483983233661184,15847709.706282428,0.0016016766338815824
30.0,0.019306977288832496,0.12152861979126307,14289739.613089874,0.02847138020873692
30.0,0.07196856730011514,0.07092898379935636,13355360.264570717,0.07907101620064363
30.0,0.2682695795279725,0.031535712266839794,12682333.0728493,0.1184642877331602
30.0,1.0,0.011124054219831921,12215230.747544914,0.13887594578016807
40.0,0.0001,0.13806857509685622,15543444.644895006,0.011931424903143778
40.0,0.0003727593720314938,0.1373808214439509,15534463.633052938,0.012619178556049104
40.0,0.0013894954943731374,0.1350251149230215,15416424.822106838,0.0149748850769785
40.0,0.005179474679231213,0.12692994214887626,14826813.816538574,0.023070057851123732
40.0,0.019306977288832496,0.103888273323011,13590398.528634029,0.046111726676989
40.0,0.07196856730011514,0.06162395500103596,13114387.931225894,0.08837604499896404
40.0,0.2682695795279725,0.02884993140831845,12599057.011656528,0.12115006859168154
40.0,1.0,0.010671163445926172,12199224.531256966,0.13932883655407383
50.0,0.0001,0.12122683826789626,14921308.027548721,0.02877316173210373
50.0,0.0003727593720314938,0.12072288349693171,14883918.495121263,0.029277116503068287
50.0,0.0013894954943731374,0.1188179058415539,14825034.565671097,0.031182094158446097
50.0,0.005179474679231213,0.11109345579575718,14268905.93143814,0.03890654420424282
50.0,0.019306977288832496,0.09153089116770771,13211152.865382954,0.05846910883229228
50.0,0.07196856730011514,0.054995661956218314,12953529.342176192,0.09500433804378168
50.0,0.2682695795279725,0.02670436541495858,12533348.232788462,0.12329563458504142
50.0,1.0,0.010273688713423108,12186067.362588111,0.1397263112865769
60.0,0.0001,0.10850883937447955,14511820.463116951,0.04149116062552044
60.0,0.0003727593720314938,0.10792150516272128,14484817.348623639,0.04207849483727871
60.0,0.0013894954943731374,0.10596391644081445,14418236.186289249,0.04403608355918555
60.0,0.005179474679231213,0.09933586706087495,13824240.469386265,0.05066413293912504
60.0,0.019306977288832496,0.08152288896951188,13025021.269167589,0.06847711103048812
60.0,0.07196856730011514,0.04988268251432792,12843489.437352307,0.10011731748567207
60.0,0.2682695795279725,0.024932349371558044,12484424.562528562,0.12506765062844194
60.0,1.0,0.009914099364224941,12173942.770353604,0.14008590063577506
70.0,0.0001,0.09837653972238353,14206323.087954363,0.05162346027761647
70.0,0.0003727593720314938,0.09789536826582451,14172433.148739927,0.05210463173417548
70.0,0.0013894954943731374,0.09622338379140213,14034931.037768535,0.05377661620859786
70.0,0.005179474679231213,0.0904685499365157,13421865.776661921,0.0595314500634843
70.0,0.019306977288832496,0.07360651236477135,12916910.624656161,0.07639348763522864
70.0,0.07196856730011514,0.045813240224568334,12756512.765945798,0.10418675977543165
70.0,0.2682695795279725,0.0234497917693886,12445853.229355134,0.1265502082306114
70.0,1.0,0.009584488557876433,12160340.266097162,0.14041551144212355
80.0,0.0001,0.09045998003706818,13864658.425907133,0.05954001996293182
80.0,0.0003727593720314938,0.0900362213677151,13823498.408947442,0.0599637786322849
80.0,0.0013894954943731374,0.08845048139096671,13670720.964737486,0.06154951860903328
80.0,0.005179474679231213,0.08335716959288803,13154847.202805731,0.06664283040711197
80.0,0.019306977288832496,0.06739866675320008,12824072.28074774,0.08260133324679991
80.0,0.07196856730011514,0.042446905830480414,12685879.865613427,0.10755309416951958
80.0,0.2682695795279725,0.022197765855708318,12406220.911854194,0.12780223414429168
80.0,1.0,0.009282296647644538,12151880.629413769,0.14071770335235545
90.0,0.0001,0.08389144506552336,13541427.034205379,0.06610855493447663
90.0,0.0003727593720314938,0.08354464171207641,13507856.984780127,0.06645535828792358
90.0,0.0013894954943731374,0.08224551686311866,13372907.002757005,0.06775448313688133
90.0,0.005179474679231213,0.07763214426214025,12967463.802360943,0.07236785573785974
90.0,0.019306977288832496,0.06202678645129291,12745978.645611439,0.08797321354870707
90.0,0.07196856730011514,0.03966104759166467,12626138.952433586,0.11033895240833533
90.0,0.2682695795279725,0.021083960693062287,12377417.637912963,0.1289160393069377
90.0,1.0,0.009010086611312525,12142996.670761291,0.14098991338868747
100.0,0.0001,0.078667031490131,13297377.79600038,0.07133296850986899
100.0,0.0003727593720314938,0.07837884128223843,13262882.991636746,0.07162115871776156
100.0,0.0013894954943731374,0.07719356996518327,13159613.731643753,0.07280643003481672
100.0,0.005179474679231213,0.07261552236320645,12852776.637373528,0.07738447763679354
100.0,0.019306977288832496,0.05747381272958384,12670288.39828907,0.09252618727041616
100.0,0.07196856730011514,0.037246998000902275,12579360.615991708,0.11275300199909771
100.0,0.2682695795279725,0.020107010340155388,12353550.738607295,0.1298929896598446
100.0,1.0,0.00876217006598002,12133230.541103516,0.14123782993401998
